trial+AF8-name,trial+AF8-number,response,RT,question,picture,pictureNumber,min+AF8-chars,expected,QUD,optionLeft,optionRight,artist,date,color,color2,option1,option2,startDate,startTime,age,gender,education,languages,comments,endTime,timeSpent,experiment+AF8-id,submission+AF8-id
ratingScaleLike,6,1,1251,How much do you like this picture?,images/086.jpg,86,NA,NA,,not at all,very,G,1913,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,7,1,1042,How much do you like this picture?,images/056.jpg,56,NA,NA,,not at all,very,P,1911,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,8,3,2483,How much do you like this picture?,images/096.jpg,96,NA,NA,,not at all,very,G,1913,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,9,2,1724,How much do you like this picture?,images/105.jpg,105,NA,NA,,not at all,very,G,1914,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,10,2,1086,How much do you like this picture?,images/120.jpg,120,NA,NA,,not at all,very,P,1912,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,11,6,5145,How much do you like this picture?,images/081.jpg,81,NA,NA,,not at all,very,G,1914,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,12,2,2507,How much do you like this picture?,images/025.jpg,25,NA,NA,,not at all,very,P,1911,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,13,1,1315,How much do you like this picture?,images/028.jpg,28,NA,NA,,not at all,very,P,1911,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,14,1,790,How much do you like this picture?,images/022.jpg,22,NA,NA,,not at all,very,P,1910,colored,sepia,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,15,1,1828,How much do you like this picture?,images/058.jpg,58,NA,NA,,not at all,very,P,1914,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,16,1,1813,How much do you like this picture?,images/073.jpg,73,NA,NA,,not at all,very,G,1914,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,17,1,1387,How much do you like this picture?,images/006.jpg,6,NA,NA,,not at all,very,B,1910,colored,sepia,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,18,5,3526,How much do you like this picture?,images/091.jpg,91,NA,NA,,not at all,very,G,1915,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,19,1,1660,How much do you like this picture?,images/065.jpg,65,NA,NA,,not at all,very,B,1911,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,20,1,1571,How much do you like this picture?,images/119.jpg,119,NA,NA,,not at all,very,B,1913,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,21,1,1119,How much do you like this picture?,images/038.jpg,38,NA,NA,,not at all,very,B,1910,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,22,1,914,How much do you like this picture?,images/026.jpg,26,NA,NA,,not at all,very,P,1911,colored,sepia,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,23,1,906,How much do you like this picture?,images/090.jpg,90,NA,NA,,not at all,very,G,1914,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,24,1,1018,How much do you like this picture?,images/031.jpg,31,NA,NA,,not at all,very,P,1909,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,25,1,1227,How much do you like this picture?,images/092.jpg,92,NA,NA,,not at all,very,G,1919,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,26,1,874,How much do you like this picture?,images/004.jpg,4,NA,NA,,not at all,very,B,1910,colored,sepia,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,27,1,970,How much do you like this picture?,images/094.jpg,94,NA,NA,,not at all,very,G,1917,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,28,2,1828,How much do you like this picture?,images/005.jpg,5,NA,NA,,not at all,very,B,1910,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,29,2,1383,How much do you like this picture?,images/015.jpg,15,NA,NA,,not at all,very,P,1910,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,30,2,1154,How much do you like this picture?,images/019.jpg,19,NA,NA,,not at all,very,P,1911,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,31,2,899,How much do you like this picture?,images/012.jpg,12,NA,NA,,not at all,very,P,1909,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,32,2,1476,How much do you like this picture?,images/109.jpg,109,NA,NA,,not at all,very,G,1913,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,33,7,1864,How much do you like this picture?,images/078.jpg,78,NA,NA,,not at all,very,G,1914,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,34,5,1724,How much do you like this picture?,images/082.jpg,82,NA,NA,,not at all,very,G,1913,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,35,7,1708,How much do you like this picture?,images/074.jpg,74,NA,NA,,not at all,very,G,1919,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,36,7,1419,How much do you like this picture?,images/111.jpg,111,NA,NA,,not at all,very,G,1915,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,37,3,3565,How much do you like this picture?,images/041.jpg,41,NA,NA,,not at all,very,B,1908,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,38,1,2981,How much do you like this picture?,images/049.jpg,49,NA,NA,,not at all,very,B,1911,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,39,1,858,How much do you like this picture?,images/067.jpg,67,NA,NA,,not at all,very,P,1911,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,40,2,2466,How much do you like this picture?,images/027.jpg,27,NA,NA,,not at all,very,P,1911,colored,sepia,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,41,2,601,How much do you like this picture?,images/113.jpg,113,NA,NA,,not at all,very,P,1910,colored,sepia,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,42,2,762,How much do you like this picture?,images/023.jpg,23,NA,NA,,not at all,very,P,1911,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,43,3,1002,How much do you like this picture?,images/055.jpg,55,NA,NA,,not at all,very,P,1911,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,44,7,1339,How much do you like this picture?,images/088.jpg,88,NA,NA,,not at all,very,G,1916,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,45,6,1643,How much do you like this picture?,images/084.jpg,84,NA,NA,,not at all,very,G,1912,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,46,2,1404,How much do you like this picture?,images/052.jpg,52,NA,NA,,not at all,very,P,1911,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,47,1,1328,How much do you like this picture?,images/048.jpg,48,NA,NA,,not at all,very,B,1911,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,48,1,890,How much do you like this picture?,images/069.jpg,69,NA,NA,,not at all,very,P,1910,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,49,1,600,How much do you like this picture?,images/099.jpg,99,NA,NA,,not at all,very,G,1916,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,50,1,1139,How much do you like this picture?,images/033.jpg,33,NA,NA,,not at all,very,B,1910,colored,sepia,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,51,1,749,How much do you like this picture?,images/036.jpg,36,NA,NA,,not at all,very,B,1908,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,52,1,770,How much do you like this picture?,images/034.jpg,34,NA,NA,,not at all,very,B,1911,colored,sepia,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,53,1,882,How much do you like this picture?,images/115.jpg,115,NA,NA,,not at all,very,P,1910,colored,sepia,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,54,1,625,How much do you like this picture?,images/087.jpg,87,NA,NA,,not at all,very,G,1913,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,55,1,2162,How much do you like this picture?,images/050.jpg,50,NA,NA,,not at all,very,B,1911,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,56,1,1363,How much do you like this picture?,images/029.jpg,29,NA,NA,,not at all,very,P,1912,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,57,1,1066,How much do you like this picture?,images/062.jpg,62,NA,NA,,not at all,very,P,1912,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,58,1,866,How much do you like this picture?,images/016.jpg,16,NA,NA,,not at all,very,P,1910,colored,sepia,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,59,6,1929,How much do you like this picture?,images/083.jpg,83,NA,NA,,not at all,very,G,1912,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,60,1,1612,How much do you like this picture?,images/039.jpg,39,NA,NA,,not at all,very,B,1911,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,61,1,4569,How much do you like this picture?,images/057.jpg,57,NA,NA,,not at all,very,P,1911,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,62,2,5419,How much do you like this picture?,images/032.jpg,32,NA,NA,,not at all,very,P,1910,colored,sepia,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,63,1,950,How much do you like this picture?,images/117.jpg,117,NA,NA,,not at all,very,B,1910,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,64,1,609,How much do you like this picture?,images/030.jpg,30,NA,NA,,not at all,very,P,1912,colored,sepia,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,65,7,1547,How much do you like this picture?,images/079.jpg,79,NA,NA,,not at all,very,G,1914,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,66,1,1499,How much do you like this picture?,images/007.jpg,7,NA,NA,,not at all,very,B,1913,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,67,1,781,How much do you like this picture?,images/013.jpg,13,NA,NA,,not at all,very,P,1912,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,68,1,1563,How much do you like this picture?,images/104.jpg,104,NA,NA,,not at all,very,G,1915,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,69,7,1291,How much do you like this picture?,images/072.jpg,72,NA,NA,,not at all,very,G,1915,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,70,3,1111,How much do you like this picture?,images/044.jpg,44,NA,NA,,not at all,very,B,1910,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,71,1,1660,How much do you like this picture?,images/061.jpg,61,NA,NA,,not at all,very,P,1909,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,72,1,649,How much do you like this picture?,images/059.jpg,59,NA,NA,,not at all,very,P,1909,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,73,1,681,How much do you like this picture?,images/110.jpg,110,NA,NA,,not at all,very,G,1912,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,74,1,1054,How much do you like this picture?,images/112.jpg,112,NA,NA,,not at all,very,P,1911,colored,sepia,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,75,1,1066,How much do you like this picture?,images/118.jpg,118,NA,NA,,not at all,very,P,1913,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,76,7,2245,How much do you like this picture?,images/076.jpg,76,NA,NA,,not at all,very,G,1915,colored,colored,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,77,1,3429,How much do you like this picture?,images/040.jpg,40,NA,NA,,not at all,very,B,1912,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,78,7,5362,How much do you like this picture?,images/107.jpg,107,NA,NA,,not at all,very,G,1914,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,79,1,1388,How much do you like this picture?,images/046.jpg,46,NA,NA,,not at all,very,B,1911,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,80,1,1704,How much do you like this picture?,images/095.jpg,95,NA,NA,,not at all,very,G,1917,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,81,1,1315,How much do you like this picture?,images/054.jpg,54,NA,NA,,not at all,very,P,1910,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
ratingScaleLike,82,1,970,How much do you like this picture?,images/097.jpg,97,NA,NA,,not at all,very,G,1917,monochrome,monochrome,NA,NA,Thu Jul 11 2019 10:56:30 GMT+023//Q- (Mitteleurop+//0Aw//9AKQ-ische Sommerzeit),1562835390804,21,female,Graduated High School,,,1562835786063,6.58765,INSERT+AF8-A+AF8-NUMBER,2
